0.691454, 0.653150, -1
 0.423831, 0.641134, -1
 0.148595, 0.314770, 1
 0.344272, 0.123029, 1
 0.606730, 0.683758, -1
 0.220562, 0.304879, 1
 0.192383, 0.657357, 1
 0.143796, 0.504870, 1
 0.786922, 0.876062, -1
 0.675525, 0.702217, -1
 0.011432, 0.018303, 1
 0.946993, 0.266748, 1
 0.148378, 0.121418, 1
 0.238136, 0.604971, 1
 0.376074, 0.497937, -1
 0.566431, 0.241541, -1
 0.185966, 0.483875, 1
 0.113372, 0.394469, 1
 0.371954, 0.413474, -1
 0.394078, 0.655342, -1
 0.392339, 0.168344, 1
 0.770334, 0.547848, -1
 0.774199, 0.636759, -1
 0.385024, 0.223577, 1
 0.847185, 0.321783, -1
 0.057189, 0.213098, 1
 0.535565, 0.086243, 1
 0.428210, 0.168417, 1
 0.066610, 0.473136, 1
 0.848782, 0.702424, -1
 0.918566, 0.114202, -1
 0.339069, 0.401977, 1
 0.153827, 0.581140, 1
 0.453015, 0.403667, -1
 0.041485, 0.453104, 1
 0.384647, 0.867038, -1
 0.494652, 0.894085, -1
 0.528258, 0.031795, -1
 0.436149, 0.952176, -1
 0.765145, 0.959822, -1
 0.058897, 0.414971, 1
 0.065432, 0.147187, 1
 0.433238, 0.236124, -1
 0.208510, 0.026702, 1
 0.789823, 0.131933, -1
 0.388888, 0.223158, 1
 0.755723, 0.282120, -1
 0.271014, 0.943139, -1
 0.878789, 0.004831, 1
 0.528478, 0.072318, 1
 0.931438, 0.406059, -1
 0.594345, 0.936574, -1
 0.456213, 0.578924, -1
 0.186688, 0.797866, -1
 0.374268, 0.103499, 1
 0.603196, 0.480233, -1
 0.465999, 0.490919, -1
 0.232742, 0.111676, 1
 0.708453, 0.099678, -1
 0.965959, 0.034403, -1
 0.670874, 0.678972, -1
 0.086052, 0.663707, 1
 0.945587, 0.978773, -1
 0.029375, 0.952464, -1
 0.643041, 0.060791, 1
 0.446881, 0.762226, -1
 0.580657, 0.369607, -1
 0.096641, 0.355379, 1
 0.302775, 0.782400, -1
 0.231048, 0.646008, 1
 0.861428, 0.035997, 1
 0.826398, 0.668724, -1
 0.729341, 0.465408, -1
 0.923812, 0.921061, -1
 0.871634, 0.615275, -1
 0.770037, 0.418374, -1
 0.170940, 0.560009, 1
 0.783076, 0.715715, -1
 0.112857, 0.396562, 1
 0.921881, 0.176170, -1
 0.237937, 0.218232, 1
 0.485800, 0.468880, -1
 0.070571, 0.370091, 1
 0.450573, 0.056618, 1
 0.261425, 0.162791, 1
 0.587266, 0.077199, 1
 0.170028, 0.442642, 1
 0.258751, 0.560420, 1
 0.694200, 0.745121, -1
 0.282189, 0.737279, -1
 0.733236, 0.565920, -1
 0.485815, 0.047470, 1
 0.578211, 0.505053, -1
 0.299476, 0.182137, 1
 0.968353, 0.600127, -1
 0.333892, 0.119553, 1
 0.562386, 0.157939, 1
 0.361752, 0.787036, -1
 0.164213, 0.523963, 1
 0.848022, 0.368076, -1
 0.352018, 0.235583, 1
 0.083401, 0.351475, 1
 0.441017, 0.396829, 1
 0.122066, 0.012761, 1
 0.084693, 0.534447, -1
 0.258641, 0.852079, -1
 0.872819, 0.031671, 1
 0.891802, 0.065485, -1
 0.793677, 0.753940, -1
 0.407065, 0.717554, -1
 0.921243, 0.827339, 1
 0.139590, 0.726753, -1
 0.634847, 0.983616, -1
 0.165493, 0.128783, 1
 0.803968, 0.354345, -1
 0.664868, 0.028490, 1
 0.418447, 0.818717, -1
 0.770653, 0.327083, -1
 0.563660, 0.050982, 1
 0.200520, 0.159999, 1
 0.549372, 0.073405, 1
 0.656651, 0.143810, 1
 0.473196, 0.181021, 1
 0.394235, 0.807989, -1
 0.446682, 0.936686, -1
 0.607350, 0.619388, -1
 0.118084, 0.278059, 1
 0.462143, 0.975269, -1
 0.249517, 0.226878, 1
 0.461195, 0.279249, -1
 0.589386, 0.052886, 1
 0.929615, 0.959710, -1
 0.929743, 0.286719, -1
 0.144981, 0.646459, 1
 0.366218, 0.926224, -1
 0.247330, 0.027122, 1
 0.078783, 0.153364, 1
 0.379961, 0.684383, -1
 0.506249, 0.175797, 1
 0.434795, 0.154195, 1
 0.044392, 0.577570, 1
 0.120323, 0.402382, 1
 0.032947, 0.117425, 1
 0.249236, 0.665531, -1
 0.134640, 0.378535, 1
 0.010314, 0.027506, 1
 0.512210, 0.949906, -1
 0.648314, 0.042313, 1
 0.346507, 0.366151, 1
 0.361375, 0.149715, 1
 0.001469, 0.780294, -1
 0.254224, 0.968214, -1
 0.919052, 0.777268, -1
 0.220978, 0.157214, -1
 0.006929, 0.255589, 1
 0.810008, 0.566100, -1
 0.469790, 0.808804, -1
 0.705232, 0.785606, -1
 0.507068, 0.008265, 1
 0.159054, 0.185359, 1
 0.095005, 0.593307, 1
 0.157465, 0.145381, 1
 0.324760, 0.081937, -1
 0.891349, 0.555700, -1
 0.182709, 0.225143, 1
 0.698624, 0.978987, -1
 0.429311, 0.109951, 1
 0.438294, 0.743828, -1
 0.740034, 0.133520, -1
 0.139531, 0.710092, 1
 0.387451, 0.051047, 1
 0.756019, 0.041691, 1
 0.176805, 0.242305, 1
 0.544068, 0.866602, -1
 0.191325, 0.018342, 1
 0.355700, 0.057348, 1
 0.047573, 0.058670, 1
 0.241544, 0.092427, 1
 0.132754, 0.976402, -1
 0.496287, 0.286099, -1
 0.682081, 0.660309, -1
 0.844607, 0.216089, -1
 0.061459, 0.543929, 1
 0.741908, 0.421061, -1
 0.757294, 0.777285, -1
 0.715548, 0.543778, -1
 0.017061, 0.629955, 1
 0.678342, 0.005591, 1
 0.755215, 0.336409, -1
 0.276975, 0.861041, -1
 0.092902, 0.198358, 1
 0.446242, 0.180133, 1
 0.107093, 0.311874, 1
 0.954057, 0.081210, -1
 0.433773, 0.189023, 1
 0.361761, 0.136316, 1
 0.134738, 0.279432, 1
 0.365636, 0.381724, -1
 0.147864, 0.502201, 1
 0.107874, 0.270891, 1
 0.141280, 0.925043, -1
 0.230503, 0.606026, 1
 0.151996, 0.934624, -1
 0.423720, 0.016155, -1
 0.136712, 0.371858, 1
 0.053786, 0.598735, 1
 0.876658, 0.606031, -1
 0.345790, 0.700162, -1
 0.903386, 0.462421, -1
 0.312731, 0.171889, 1
 0.316365, 0.088636, 1
 0.695773, 0.434871, -1
 0.477628, 0.121421, 1
 0.143784, 0.124636, 1
 0.544485, 0.013614, 1
 0.090091, 0.904525, -1
 0.138899, 0.484979, 1
 0.758405, 0.004027, 1
 0.043244, 0.794481, -1
 0.672940, 0.592372, -1
 0.431727, 0.157694, 1
 0.569522, 0.048643, 1
 0.044117, 0.686860, 1
 0.941748, 0.294945, -1
 0.991324, 0.292590, -1
 0.526981, 0.984082, -1
 0.839433, 0.894718, -1
 0.447101, 0.604855, -1
 0.267571, 0.027704, -1
 0.093906, 0.141006, 1
 0.237535, 0.146864, 1
 0.125892, 0.111376, 1
 0.352997, 0.520169, -1
 0.248056, 0.017919, 1
 0.373566, 0.730948, -1
 0.932413, 0.233091, -1
 0.926568, 0.223847, -1
 0.046150, 0.357403, 1
 0.134906, 0.035939, 1
 0.592559, 0.230152, -1
 0.286722, 0.162776, 1
 0.059386, 0.170455, -1
 0.179538, 0.572863, -1
 0.107285, 0.733653, -1
 0.128666, 0.491125, 1
 0.156719, 0.111467, 1
 0.853645, 0.718481, -1
 0.732113, 0.375937, -1
 0.141341, 0.088918, 1
 0.099754, 0.796066, -1
 
